GEO_ID,GEO_LABEL,GEO_DISPLAY_NAME,,Meal Gap (# of meals needed per year for food security),Food Insecure (% of residents),SNAP Benefits (% households),Bodega to Supermarket Ratio (#)
36047099600,"Census Tract 996, Kings County, New York",,,,9.9,25.58558559,
36047099800,"Census Tract 998, Kings County, New York",,,,8.2,8.877086495,
36047100400,"Census Tract 1004, Kings County, New York",,,,7.6,5.408163265,
36047100600,"Census Tract 1006, Kings County, New York",,,,11.6,4.718066743,
36047100800,"Census Tract 1008, Kings County, New York",,,,12.6,23.29956585,
36047101000,"Census Tract 1010, Kings County, New York",,,,7.1,10.28645833,
36047101200,"Census Tract 1012, Kings County, New York",,,,10.2,9.938650307,
36047101400,"Census Tract 1014, Kings County, New York",,,,9.3,12.78481013,
36047101600,"Census Tract 1016, Kings County, New York",,,,7.6,7.169811321,
36047101800,"Census Tract 1018, Kings County, New York",,,,8.8,14.18269231,
36047102000,"Census Tract 1020, Kings County, New York",,,,9.1,6.855439642,
36047102200,"Census Tract 1022, Kings County, New York",,,,8.2,10.74270557,
36047102400,"Census Tract 1024, Kings County, New York",,,,8.5,15.3526971,
36047102600,"Census Tract 1026, Kings County, New York",,,,6.3,5.347593583,
36047102800,"Census Tract 1028, Kings County, New York",,,,9.5,16.89059501,
36047103400,"Census Tract 1034, Kings County, New York",,,,22.4,53.88601036,
36047105801,"Census Tract 1058.01, Kings County, New York",,,,21.8,44.1588785,
36047105804,"Census Tract 1058.04, Kings County, New York",,,,24.9,39.37597504,
36047107000,"Census Tract 1070, Kings County, New York",,,,12.6,19.20903955,
36047107800,"Census Tract 1078, Kings County, New York",,,,11.5,12.58703803,
36047109800,"Census Tract 1098, Kings County, New York",,,,17.2,30.59210526,
36047110400,"Census Tract 1104, Kings County, New York",,,,23.4,44.04761905,
36047110600,"Census Tract 1106, Kings County, New York",,,,28.4,64.34732605,
36047111000,"Census Tract 1110, Kings County, New York",,,,28.9,53.50529101,
36047111600,"Census Tract 1116, Kings County, New York",,,,17.8,32.19512195,
36047111800,"Census Tract 1118, Kings County, New York",,,,18.3,25.82076309,
36047112000,"Census Tract 1120, Kings County, New York",,,,21,28.22362489,
36047112200,"Census Tract 1122, Kings County, New York",,,,19.8,27.44299674,
36047112400,"Census Tract 1124, Kings County, New York",,,,13.7,26.36289666,
36047112600,"Census Tract 1126, Kings County, New York",,,,22.7,30.76374019,
36047112800,"Census Tract 1128, Kings County, New York",,,,20.4,28.69623656,
36047113000,"Census Tract 1130, Kings County, New York",,,,21.5,25.88996764,
36047113200,"Census Tract 1132, Kings County, New York",,,,10.2,20.25723473,
36047113400,"Census Tract 1134, Kings County, New York",,,,28,60.35437431,
36047114201,"Census Tract 1142.01, Kings County, New York",,,,18,44.08602151,
36047114202,"Census Tract 1142.02, Kings County, New York",,,,9.8,27.62430939,
36047114400,"Census Tract 1144, Kings County, New York",,,,22.8,41.12021858,
36047114600,"Census Tract 1146, Kings County, New York",,,,18.9,35.22607781,
36047115000,"Census Tract 1150, Kings County, New York",,,,20.2,44.75760992,
36047115200,"Census Tract 1152, Kings County, New York",,,,19.1,41.09055501,
36047115600,"Census Tract 1156, Kings County, New York",,,,28.8,51.31578947,
36047115800,"Census Tract 1158, Kings County, New York",,,,18.5,29.590766,
36047116000,"Census Tract 1160, Kings County, New York",,,,21.9,43.17425083,
36047116200,"Census Tract 1162, Kings County, New York",,,,21.8,24.34456929,
36047116400,"Census Tract 1164, Kings County, New York",,,,13.2,30.78412391,
36047116600,"Census Tract 1166, Kings County, New York",,,,14.3,22.97297297,
36047116800,"Census Tract 1168, Kings County, New York",,,,12.4,26.97160883,
36047117000,"Census Tract 1170, Kings County, New York",,,,15.5,40.36511156,
36047117201,"Census Tract 1172.01, Kings County, New York",,,,13.9,22.09302326,
36047117202,"Census Tract 1172.02, Kings County, New York",,,,7.7,24.61413485,
36047117400,"Census Tract 1174, Kings County, New York",,,,12.7,29.50126796,
36047117601,"Census Tract 1176.01, Kings County, New York",,,,11.4,35.77494692,
36047117602,"Census Tract 1176.02, Kings County, New York",,,,14.3,23.69200395,
36047117800,"Census Tract 1178, Kings County, New York",,,,12.6,31.39293139,
36047118000,"Census Tract 1180, Kings County, New York",,,,15,,
36047118201,"Census Tract 1182.01, Kings County, New York",,,,9.4,16.75854465,
36047118202,"Census Tract 1182.02, Kings County, New York",,,,7.9,11.99095023,
36047118400,"Census Tract 1184, Kings County, New York",,,,14,22.81167109,
36047118600,"Census Tract 1186, Kings County, New York",,,,12.5,17.28081321,
36047118800,"Census Tract 1188, Kings County, New York",,,,14.8,19.75574713,
36047119000,"Census Tract 1190, Kings County, New York",,,,15.5,26.6955267,
36047119200,"Census Tract 1192, Kings County, New York",,,,16.8,25.37612839,
36047119400,"Census Tract 1194, Kings County, New York",,,,21,27.19568567,
36047119600,"Census Tract 1196, Kings County, New York",,,,14.4,32.61117446,
36047119800,"Census Tract 1198, Kings County, New York",,,,22.4,47.6284585,
36047120000,"Census Tract 1200, Kings County, New York",,,,20,25.56390977,
36047120200,"Census Tract 1202, Kings County, New York",,,,21.6,16,
36047120800,"Census Tract 1208, Kings County, New York",,,,17,27.04989787,
36047121000,"Census Tract 1210, Kings County, New York",,,,23.8,61.52356359,
36047121400,"Census Tract 1214, Kings County, New York",,,,27.3,61.88769415,
36047122000,"Census Tract 1220, Kings County, New York",,,,19.4,29.75402081,
36047123700,"Census Tract 1237, Kings County, New York",,,,22.2,49.70711297,
36047150200,"Census Tract 1502, Kings County, New York",,,,7,5.85898709,
36047152200,"Census Tract 1522, Kings County, New York",,,,9.9,12.89134438,
36047990100,"Census Tract 9901, Kings County, New York",,,,15,,
36061000100,"Census Tract 1, New York County, New York",,,,15,,
36061000201,"Census Tract 2.01, New York County, New York",,,,18.5,55.27544351,
36061000202,"Census Tract 2.02, New York County, New York",,,,23.3,32.31441048,
36061000500,"Census Tract 5, New York County, New York",,,,15,,
36061000600,"Census Tract 6, New York County, New York",,,,25.1,54.13048871,
36061000700,"Census Tract 7, New York County, New York",,,,7.1,0,
36061000800,"Census Tract 8, New York County, New York",,,,19.2,38.76651982,
36061000900,"Census Tract 9, New York County, New York",,,,6.1,0.958083832,
36061001001,"Census Tract 10.01, New York County, New York",,,,9.5,8.529048208,
36061001002,"Census Tract 10.02, New York County, New York",,,,23,55.72179539,
36061001200,"Census Tract 12, New York County, New York",,,,14.9,21.72065852,
36061001300,"Census Tract 13, New York County, New York",,,,6,0,
36061001401,"Census Tract 14.01, New York County, New York",,,,6,6.081504702,
36061001402,"Census Tract 14.02, New York County, New York",,,,17.3,36.47977289,
36061001501,"Census Tract 15.01, New York County, New York",,,,10.9,11.87875478,
36061001502,"Census Tract 15.02, New York County, New York",,,,7.8,1.258054618,
36061001600,"Census Tract 16, New York County, New York",,,,18.1,25.23982799,
36061001800,"Census Tract 18, New York County, New York",,,,17,24.79871176,
36061002000,"Census Tract 20, New York County, New York",,,,25.6,58.12274368,
36061002100,"Census Tract 21, New York County, New York",,,,2.5,2.153381186,
36061002201,"Census Tract 22.01, New York County, New York",,,,22.9,37.40208877,
36061002202,"Census Tract 22.02, New York County, New York",,,,15.8,12.55526083,
36061002400,"Census Tract 24, New York County, New York",,,,29,62.49319543,
36061002500,"Census Tract 25, New York County, New York",,,,27.3,61.75917215,
36061002601,"Census Tract 26.01, New York County, New York",,,,18.5,31.64392463,
36061002602,"Census Tract 26.02, New York County, New York",,,,15.2,20.34632035,
36061002700,"Census Tract 27, New York County, New York",,,,12.8,11.25611746,
36061002800,"Census Tract 28, New York County, New York",,,,14.8,25.82187687,
36061002900,"Census Tract 29, New York County, New York",,,,19.3,46.60326087,
36061003001,"Census Tract 30.01, New York County, New York",,,,15.4,9.190853122,
36061003002,"Census Tract 30.02, New York County, New York",,,,13.3,14.78156792,
36061003100,"Census Tract 31, New York County, New York",,,,10.3,4.632152589,
36061003200,"Census Tract 32, New York County, New York",,,,13.4,5.085106383,
36061003300,"Census Tract 33, New York County, New York",,,,7.1,3.816793893,
36061003400,"Census Tract 34, New York County, New York",,,,19.3,9.023383769,
36061003601,"Census Tract 36.01, New York County, New York",,,,16.3,31.78451178,
36061003602,"Census Tract 36.02, New York County, New York",,,,19.1,7.585703866,
36061003700,"Census Tract 37, New York County, New York",,,,6.2,1.40428677,
36061003800,"Census Tract 38, New York County, New York",,,,11.7,2.569901316,
36061003900,"Census Tract 39, New York County, New York",,,,6.2,5.979691613,
36061004000,"Census Tract 40, New York County, New York",,,,9.2,3.102746694,
36061004100,"Census Tract 41, New York County, New York",,,,14.6,22.00410196,
36061004200,"Census Tract 42, New York County, New York",,,,11.8,4.832474227,
36061004300,"Census Tract 43, New York County, New York",,,,10.9,9.526089038,
36061004400,"Census Tract 44, New York County, New York",,,,8.9,2.369551872,
36061004500,"Census Tract 45, New York County, New York",,,,5.6,8.352668213,
36061004700,"Census Tract 47, New York County, New York",,,,8.2,3.380503145,
36061004800,"Census Tract 48, New York County, New York",,,,9.2,3.507014028,
36061004900,"Census Tract 49, New York County, New York",,,,9.2,4.347826087,
36061005000,"Census Tract 50, New York County, New York",,,,7.9,1.542680836,
36061005200,"Census Tract 52, New York County, New York",,,,8.5,0.983836964,
36061005400,"Census Tract 54, New York County, New York",,,,5,0.35321821,
36061005501,"Census Tract 55.01, New York County, New York",,,,7.6,1.129111438,
36061005502,"Census Tract 55.02, New York County, New York",,,,13.5,3.872889772,
36061005600,"Census Tract 56, New York County, New York",,,,13.1,14.39132578,
36061005700,"Census Tract 57, New York County, New York",,,,5.4,2.306213965,
36061005800,"Census Tract 58, New York County, New York",,,,8.2,5.176470588,
36061005900,"Census Tract 59, New York County, New York",,,,4.7,1.102418208,
36061006000,"Census Tract 60, New York County, New York",,,,7,0.622923588,
36061006100,"Census Tract 61, New York County, New York",,,,6.2,0.689972401,
36061006200,"Census Tract 62, New York County, New York",,,,18.2,3.576341128,
36061006300,"Census Tract 63, New York County, New York",,,,7.7,6.170393433,
36061006400,"Census Tract 64, New York County, New York",,,,8.9,1.797497156,
36061006500,"Census Tract 65, New York County, New York",,,,9.9,1.01201771,
36061006600,"Census Tract 66, New York County, New York",,,,13.8,14.75819033,
36061006700,"Census Tract 67, New York County, New York",,,,8.8,3.822585352,
36061006800,"Census Tract 68, New York County, New York",,,,10.7,9.982788296,
36061006900,"Census Tract 69, New York County, New York",,,,4.4,0.850340136,
36061007000,"Census Tract 70, New York County, New York",,,,9.6,3.537117904,
36061007100,"Census Tract 71, New York County, New York",,,,7,0.873907615,
36061007200,"Census Tract 72, New York County, New York",,,,9,2.287893232,
36061007300,"Census Tract 73, New York County, New York",,,,11.3,3.514891334,
36061007400,"Census Tract 74, New York County, New York",,,,7,1.164797239,
36061007500,"Census Tract 75, New York County, New York",,,,8.3,3.944419543,
36061007600,"Census Tract 76, New York County, New York",,,,10.2,4.247460757,
36061007700,"Census Tract 77, New York County, New York",,,,9.2,4.731774415,
36061007800,"Census Tract 78, New York County, New York",,,,8.9,4.049517415,
36061007900,"Census Tract 79, New York County, New York",,,,12.9,7.739059968,
36061008000,"Census Tract 80, New York County, New York",,,,7.3,1.914191419,
36061008100,"Census Tract 81, New York County, New York",,,,9,3.798297315,
36061008200,"Census Tract 82, New York County, New York",,,,5.8,1.551139118,
36061008300,"Census Tract 83, New York County, New York",,,,20.5,23.38983051,
36061008400,"Census Tract 84, New York County, New York",,,,9.7,0,
36061008601,"Census Tract 86.01, New York County, New York",,,,7.1,1.801801802,
36061008602,"Census Tract 86.02, New York County, New York",,,,15,,
36061008603,"Census Tract 86.03, New York County, New York",,,,5.9,0.732600733,
36061008700,"Census Tract 87, New York County, New York",,,,5.9,10.41414386,
36061008800,"Census Tract 88, New York County, New York",,,,7.4,1.3491882,
36061008900,"Census Tract 89, New York County, New York",,,,11.3,7.882644044,
36061009000,"Census Tract 90, New York County, New York",,,,7,2.310017271,
36061009100,"Census Tract 91, New York County, New York",,,,10.9,12.5664187,
36061009200,"Census Tract 92, New York County, New York",,,,8,4.047838086,
36061009300,"Census Tract 93, New York County, New York",,,,10.5,14.24190148,
36061009400,"Census Tract 94, New York County, New York",,,,16.6,0,
36061009500,"Census Tract 95, New York County, New York",,,,10.9,6.02006689,
36061009600,"Census Tract 96, New York County, New York",,,,13.4,0,
36061009700,"Census Tract 97, New York County, New York",,,,13.8,15.87967821,
36061009800,"Census Tract 98, New York County, New York",,,,6.6,0.426338228,
36061009900,"Census Tract 99, New York County, New York",,,,9.3,5.168475157,
36061010000,"Census Tract 100, New York County, New York",,,,8.9,3.726169844,
36061010100,"Census Tract 101, New York County, New York",,,,13.2,4.337349398,
36061010200,"Census Tract 102, New York County, New York",,,,10,0,
36061010300,"Census Tract 103, New York County, New York",,,,8.7,2.98013245,
36061010400,"Census Tract 104, New York County, New York",,,,8.8,2.101576182,
36061010601,"Census Tract 106.01, New York County, New York",,,,5.5,0.522846101,
36061010602,"Census Tract 106.02, New York County, New York",,,,5.7,1.79972312,
36061010800,"Census Tract 108, New York County, New York",,,,5.4,0.921658986,
36061010900,"Census Tract 109, New York County, New York",,,,6.5,0,
36061011000,"Census Tract 110, New York County, New York",,,,8.8,7.235338919,
36061011100,"Census Tract 111, New York County, New York",,,,12.1,7.938820102,
36061011201,"Census Tract 112.01, New York County, New York",,,,7.7,2.083333333,
36061011202,"Census Tract 112.02, New York County, New York",,,,4.2,0,
36061011203,"Census Tract 112.03, New York County, New York",,,,7.2,3.240740741,
36061011300,"Census Tract 113, New York County, New York",,,,19.8,8.771929825,
36061011401,"Census Tract 114.01, New York County, New York",,,,6,0.966183575,
36061011402,"Census Tract 114.02, New York County, New York",,,,6.9,0.769971126,
36061011500,"Census Tract 115, New York County, New York",,,,12.5,6.147986942,
36061011600,"Census Tract 116, New York County, New York",,,,8.9,0.99009901,
36061011700,"Census Tract 117, New York County, New York",,,,6.1,3.578690525,
36061011800,"Census Tract 118, New York County, New York",,,,7,1.103565365,
36061011900,"Census Tract 119, New York County, New York",,,,32,35.15151515,
36061012000,"Census Tract 120, New York County, New York",,,,4.1,0.665456745,
36061012100,"Census Tract 121, New York County, New York",,,,16.4,13.84133612,
36061012200,"Census Tract 122, New York County, New York",,,,5.4,0.899653979,
36061012400,"Census Tract 124, New York County, New York",,,,8.2,3.594080338,
36061012500,"Census Tract 125, New York County, New York",,,,10.4,9.199205824,
36061012600,"Census Tract 126, New York County, New York",,,,7,0.380589914,
36061012700,"Census Tract 127, New York County, New York",,,,11.8,14.77445514,
36061012800,"Census Tract 128, New York County, New York",,,,4.9,0.559492727,
36061012900,"Census Tract 129, New York County, New York",,,,11.5,6.739393939,
36061013000,"Census Tract 130, New York County, New York",,,,7.4,0.808189655,
36061013100,"Census Tract 131, New York County, New York",,,,10.6,12.23796034,
36061013200,"Census Tract 132, New York County, New York",,,,9.2,2.772204997,
36061013300,"Census Tract 133, New York County, New York",,,,12.5,9.623170352,
36061013400,"Census Tract 134, New York County, New York",,,,6.9,4.413673734,
36061013500,"Census Tract 135, New York County, New York",,,,18.4,20.83612788,
36061013600,"Census Tract 136, New York County, New York",,,,6.9,0,
36061013700,"Census Tract 137, New York County, New York",,,,7.2,2.411021814,
36061013800,"Census Tract 138, New York County, New York",,,,8,2.30994152,
36061013900,"Census Tract 139, New York County, New York",,,,11.9,5.839416058,
36061014000,"Census Tract 140, New York County, New York",,,,5.4,3.601108033,
36061014200,"Census Tract 142, New York County, New York",,,,6.6,0,
36061014300,"Census Tract 143, New York County, New York",,,,18.4,,
36061014401,"Census Tract 144.01, New York County, New York",,,,7.4,1.25342734,
36061014402,"Census Tract 144.02, New York County, New York",,,,8.5,3.115922894,
36061014500,"Census Tract 145, New York County, New York",,,,9.2,2.697166268,
36061014601,"Census Tract 146.01, New York County, New York",,,,6.8,4.717364782,
36061014602,"Census Tract 146.02, New York County, New York",,,,8.8,3.837572512,
36061014700,"Census Tract 147, New York County, New York",,,,7.3,0,
36061014801,"Census Tract 148.01, New York County, New York",,,,6.8,1.055408971,
36061014802,"Census Tract 148.02, New York County, New York",,,,6.6,1.389710231,
36061014900,"Census Tract 149, New York County, New York",,,,7.3,1.111883252,
36061015001,"Census Tract 150.01, New York County, New York",,,,6.4,0,
36061015002,"Census Tract 150.02, New York County, New York",,,,3.7,0,
36061015100,"Census Tract 151, New York County, New York",,,,15.1,22.43688255,
36061015200,"Census Tract 152, New York County, New York",,,,14.3,19.31578947,
36061015300,"Census Tract 153, New York County, New York",,,,6.1,0.468515742,
36061015400,"Census Tract 154, New York County, New York",,,,8.9,7.627118644,
36061015500,"Census Tract 155, New York County, New York",,,,7.2,1.320528211,
36061015601,"Census Tract 156.01, New York County, New York",,,,8.9,4.28030303,
36061015602,"Census Tract 156.02, New York County, New York",,,,16.4,20.47393365,
36061015700,"Census Tract 157, New York County, New York",,,,8.8,0.877192982,
36061015801,"Census Tract 158.01, New York County, New York",,,,5.6,0,
36061015802,"Census Tract 158.02, New York County, New York",,,,11.9,2.788844622,
36061015900,"Census Tract 159, New York County, New York",,,,7.6,2.531160115,
36061016001,"Census Tract 160.01, New York County, New York",,,,1.4,1.735487732,
36061016002,"Census Tract 160.02, New York County, New York",,,,7.4,2.125984252,
36061016100,"Census Tract 161, New York County, New York",,,,9.9,2.062155097,
36061016200,"Census Tract 162, New York County, New York",,,,22.5,25.8307058,
36061016300,"Census Tract 163, New York County, New York",,,,8.2,1.249290176,
36061016400,"Census Tract 164, New York County, New York",,,,29.4,50.96816541,
36061016500,"Census Tract 165, New York County, New York",,,,7.3,1.784037559,
36061016600,"Census Tract 166, New York County, New York",,,,17.9,33.29889807,
36061016700,"Census Tract 167, New York County, New York",,,,8,2.979814162,
36061016800,"Census Tract 168, New York County, New York",,,,28.6,37.22192078,
36061016900,"Census Tract 169, New York County, New York",,,,7.4,1.175318315,
36061017000,"Census Tract 170, New York County, New York",,,,16.3,35.6187291,
36061017100,"Census Tract 171, New York County, New York",,,,8.3,8.152806895,
36061017200,"Census Tract 172, New York County, New York",,,,22.8,34.54790823,
36061017300,"Census Tract 173, New York County, New York",,,,8.4,10.02434167,
36061017401,"Census Tract 174.01, New York County, New York",,,,27.6,36.36363636,
36061017402,"Census Tract 174.02, New York County, New York",,,,20.7,24.61695608,
36061017500,"Census Tract 175, New York County, New York",,,,4.3,1.404437207,
36061017700,"Census Tract 177, New York County, New York",,,,9.9,16.01879539,
36061017800,"Census Tract 178, New York County, New York",,,,15.8,18.87755102,
36061017900,"Census Tract 179, New York County, New York",,,,11,6.725146199,
36061018000,"Census Tract 180, New York County, New York",,,,23.5,37.72551546,
36061018100,"Census Tract 181, New York County, New York",,,,13.2,8.518269446,
36061018200,"Census Tract 182, New York County, New York",,,,24.9,43.92338177,
36061018300,"Census Tract 183, New York County, New York",,,,9.3,2.142310635,
36061018400,"Census Tract 184, New York County, New York",,,,25.4,37.50401027,
36061018500,"Census Tract 185, New York County, New York",,,,8.5,2.605606001,
36061018600,"Census Tract 186, New York County, New York",,,,24.9,35.80131209,
36061018700,"Census Tract 187, New York County, New York",,,,12.4,12.50951535,
36061018800,"Census Tract 188, New York County, New York",,,,19.5,21.16724739,
36061018900,"Census Tract 189, New York County, New York",,,,23.3,32.5488548,
36061019000,"Census Tract 190, New York County, New York",,,,12.6,11.25401929,
36061019100,"Census Tract 191, New York County, New York",,,,12.7,14.89408168,
36061019200,"Census Tract 192, New York County, New York",,,,28.4,32.0754717,
36061019300,"Census Tract 193, New York County, New York",,,,16.5,23.35600907,
36061019400,"Census Tract 194, New York County, New York",,,,24,28.55495772,
36061019500,"Census Tract 195, New York County, New York",,,,10.9,9.383710127,
36061019600,"Census Tract 196, New York County, New York",,,,26.7,39.84039288,
36061019701,"Census Tract 197.01, New York County, New York",,,,16.6,6.382978723,
36061019702,"Census Tract 197.02, New York County, New York",,,,17.5,11.17068811,
36061019800,"Census Tract 198, New York County, New York",,,,15.7,14.89859594,
36061019900,"Census Tract 199, New York County, New York",,,,12.1,6.085258705,
36061020000,"Census Tract 200, New York County, New York",,,,10.2,16.37604246,
36061020101,"Census Tract 201.01, New York County, New York",,,,11.9,0,
36061020102,"Census Tract 201.02, New York County, New York",,,,14.4,16.23449831,
36061020300,"Census Tract 203, New York County, New York",,,,21.1,9.011627907,
36061020500,"Census Tract 205, New York County, New York",,,,10.5,1.333333333,
36061020600,"Census Tract 206, New York County, New York",,,,18.3,23.95171537,
36061020701,"Census Tract 207.01, New York County, New York",,,,16.2,2.943650126,
36061020800,"Census Tract 208, New York County, New York",,,,14,13.87054161,
36061020901,"Census Tract 209.01, New York County, New York",,,,19.5,18.5620915,
36061021000,"Census Tract 210, New York County, New York",,,,23.2,27.87092692,
36061021100,"Census Tract 211, New York County, New York",,,,15.5,9.183426218,
36061021200,"Census Tract 212, New York County, New York",,,,20.3,17.54317111,
36061021303,"Census Tract 213.03, New York County, New York",,,,15.7,15.29562982,
36061021400,"Census Tract 214, New York County, New York",,,,16.7,14.41578149,
36061021500,"Census Tract 215, New York County, New York",,,,19,18.00120409,
36061021600,"Census Tract 216, New York County, New York",,,,16.1,10.41490262,
36061021703,"Census Tract 217.03, New York County, New York",,,,11.3,0,
36061021800,"Census Tract 218, New York County, New York",,,,21.5,17.68661735,
36061021900,"Census Tract 219, New York County, New York",,,,30.1,40.98810613,
36061022000,"Census Tract 220, New York County, New York",,,,14.8,10.82576057,
36061022102,"Census Tract 221.02, New York County, New York",,,,12.4,20.16949153,
36061022200,"Census Tract 222, New York County, New York",,,,17.1,12.37113402,
36061022301,"Census Tract 223.01, New York County, New York",,,,11.9,31.33169935,
36061022302,"Census Tract 223.02, New York County, New York",,,,22,33.81389253,
36061022400,"Census Tract 224, New York County, New York",,,,24.5,19.81197772,
36061022500,"Census Tract 225, New York County, New York",,,,16.1,35.8924612,
36061022600,"Census Tract 226, New York County, New York",,,,17.1,24.01331431,
36061022700,"Census Tract 227, New York County, New York",,,,17.6,21.1785556,
36061022800,"Census Tract 228, New York County, New York",,,,22.5,25.05668934,
36061022900,"Census Tract 229, New York County, New York",,,,17.1,30.48280215,
36061023000,"Census Tract 230, New York County, New York",,,,28.8,41.33476857,
36061023100,"Census Tract 231, New York County, New York",,,,14.6,27.89473684,
36061023200,"Census Tract 232, New York County, New York",,,,22.6,38.50818678,
36061023300,"Census Tract 233, New York County, New York",,,,12.7,23.24474415,
36061023400,"Census Tract 234, New York County, New York",,,,21.9,32.1799308,
36061023501,"Census Tract 235.01, New York County, New York",,,,17.8,20.43912176,
36061023502,"Census Tract 235.02, New York County, New York",,,,14.9,28.27346466,
36061023600,"Census Tract 236, New York County, New York",,,,17.7,19.87836108,
36061023700,"Census Tract 237, New York County, New York",,,,17.5,27.68895349,
36061023801,"Census Tract 238.01, New York County, New York",,,,12.1,10.90263692,
36061023802,"Census Tract 238.02, New York County, New York",,,,15.2,19.15422886,
36061023900,"Census Tract 239, New York County, New York",,,,22.7,37.28395062,
36061024000,"Census Tract 240, New York County, New York",,,,54.4,,
36061024100,"Census Tract 241, New York County, New York",,,,14.8,24.39821694,
36061024200,"Census Tract 242, New York County, New York",,,,23.5,28.60298178,
36061024301,"Census Tract 243.01, New York County, New York",,,,18.7,32.7989312,
36061024302,"Census Tract 243.02, New York County, New York",,,,36.2,50.01851166,
36061024500,"Census Tract 245, New York County, New York",,,,17.8,40.64039409,
36061024700,"Census Tract 247, New York County, New York",,,,11.9,28.71775417,
36061024900,"Census Tract 249, New York County, New York",,,,17.8,37.24604966,
36061025100,"Census Tract 251, New York County, New York",,,,25.1,38.31658291,
36061025300,"Census Tract 253, New York County, New York",,,,18.7,41.42527557,
36061025500,"Census Tract 255, New York County, New York",,,,17.8,29.57937585,
36061025700,"Census Tract 257, New York County, New York",,,,11.4,6.598712446,
36061025900,"Census Tract 259, New York County, New York",,,,10,14.0651801,
36061026100,"Census Tract 261, New York County, New York",,,,19.8,50.99632931,
36061026300,"Census Tract 263, New York County, New York",,,,17.5,39.04356371,
36061026500,"Census Tract 265, New York County, New York",,,,14.4,20.71069634,
36061026700,"Census Tract 267, New York County, New York",,,,13.1,18.21493625,
36061026900,"Census Tract 269, New York County, New York",,,,17.4,44.73304473,
36061027100,"Census Tract 271, New York County, New York",,,,18.8,26.19840213,
36061027300,"Census Tract 273, New York County, New York",,,,9.2,5.253104107,
36061027500,"Census Tract 275, New York County, New York",,,,10.1,8.289473684,
36061027700,"Census Tract 277, New York County, New York",,,,23.3,40.37735849,
36061027900,"Census Tract 279, New York County, New York",,,,17.9,40.94587759,
36061028100,"Census Tract 281, New York County, New York",,,,6.8,6.411149826,
36061028300,"Census Tract 283, New York County, New York",,,,15.6,27.14019851,
36061028500,"Census Tract 285, New York County, New York",,,,16.9,38.35059172,
36061028700,"Census Tract 287, New York County, New York",,,,17.8,31.54235145,
36061029100,"Census Tract 291, New York County, New York",,,,14.7,40.80936129,
36061029300,"Census Tract 293, New York County, New York",,,,16.4,46.81404421,
36061029500,"Census Tract 295, New York County, New York",,,,13.8,18.86403767,
36061029700,"Census Tract 297, New York County, New York",,,,14.2,,
36061029900,"Census Tract 299, New York County, New York",,,,26,57.28770596,
36061030300,"Census Tract 303, New York County, New York",,,,12,14.96973032,
36061030700,"Census Tract 307, New York County, New York",,,,9.9,5.05648198,
36061030900,"Census Tract 309, New York County, New York",,,,20.7,40.35087719,
36061031100,"Census Tract 311, New York County, New York",,,,15,,
36061031703,"Census Tract 317.03, New York County, New York",,,,6.3,1.568803227,
36061031704,"Census Tract 317.04, New York County, New York",,,,6.1,2.012448133,
36061031900,"Census Tract 319, New York County, New York",,,,15,,
36081000100,"Census Tract 1, Queens County, New York",,,,8.4,1.879065285,
36081000200,"Census Tract 2, Queens County, New York",,,,9,11.12299465,
36081000400,"Census Tract 4, Queens County, New York",,,,8.2,33.08080808,
36081000600,"Census Tract 6, Queens County, New York",,,,8.4,18.63354037,
36081000700,"Census Tract 7, Queens County, New York",,,,7.7,4.23966363,
36081000800,"Census Tract 8, Queens County, New York",,,,10.1,13.01446051,
36081001000,"Census Tract 10, Queens County, New York",,,,7,15.66137566,
36081001200,"Census Tract 12, Queens County, New York",,,,6.7,11.635476,
36081001400,"Census Tract 14, Queens County, New York",,,,7.6,14.19172932,
36081001600,"Census Tract 16, Queens County, New York",,,,10.1,13.1147541,
36081001800,"Census Tract 18, Queens County, New York",,,,8.6,9.900990099,
36081001900,"Census Tract 19, Queens County, New York",,,,7,0.633640553,
36081002000,"Census Tract 20, Queens County, New York",,,,11.7,13.84928717,
36081002200,"Census Tract 22, Queens County, New York",,,,11.9,19.7846568,
36081002400,"Census Tract 24, Queens County, New York",,,,11.9,24.46043165,
36081002500,"Census Tract 25, Queens County, New York",,,,30.2,56.47604328,
36081002600,"Census Tract 26, Queens County, New York",,,,7.3,15.65495208,
36081002800,"Census Tract 28, Queens County, New York",,,,12.4,17.72287863,
36081003000,"Census Tract 30, Queens County, New York",,,,13.5,23.36448598,
36081003100,"Census Tract 31, Queens County, New York",,,,10.4,15.44117647,
36081003200,"Census Tract 32, Queens County, New York",,,,12.6,9.5703125,
36081003300,"Census Tract 33, Queens County, New York",,,,13.8,10.84598698,
36081003400,"Census Tract 34, Queens County, New York",,,,13.9,23.71294852,
36081003600,"Census Tract 36, Queens County, New York",,,,9.2,13.78555799,
36081003700,"Census Tract 37, Queens County, New York",,,,15,,
36081003800,"Census Tract 38, Queens County, New York",,,,11.1,22.78308322,
36081003900,"Census Tract 39, Queens County, New York",,,,18.4,21.02689487,
36081004001,"Census Tract 40.01, Queens County, New York",,,,12.8,23.41772152,
36081004002,"Census Tract 40.02, Queens County, New York",,,,12.5,29.90430622,
36081004200,"Census Tract 42, Queens County, New York",,,,14.5,32.00972447,
36081004300,"Census Tract 43, Queens County, New York",,,,24.6,53.24675325,
